url,latitude,longitude,restaurant_id,address,pincode
https://www.zomato.com/bangalore/dominos-pizza-2-marathahalli,12.95619308,77.71153416,53104,"A 1 & 2,Ground Floor,Saroj Square,Main Road,Marathahalli,Bangalore,0,India",
https://www.zomato.com/bangalore/the-curry-taste-of-madurai-hennur-bangalore,13.06462408,77.6473318,19577564,"189,K Narayanapura Main Road,Kothanur,Hennur,Bangalore,560077,India",560077
https://www.zomato.com/bangalore/paranthe-sardar-de-indiranagar-bangalore,12.9790361,77.64072753,19339101,"295/296,2nd Floor,100 Feet Road,1st Stage,Indiranagar,Bangalore,India",
https://www.zomato.com/bangalore/waffle-dreams-nagawara-bangalore,13.045306,77.626874,19470356,"Food Court,Elements Mall,100 Wide,Thanisandra Main Road,5th Block,MS Ramaiah North City,Kasba Hobil,Nagawara,Bangalore,India",
https://www.zomato.com/bangalore/ayana-biryani-paradise-rammurthy-nagar-bangalore,13.00812921,77.68984135,19559756,"Near Hap Milk Parlour,ITI Colony Narayanpura,Rammurthy Nagar,Bangalore,India",
https://www.zomato.com/bangalore/heartbreaker-hsr-bangalore,12.91964316,77.6518178,19052727,"411,27th Main Road,7th Cross,Sector 1,HSR,Bangalore,India",
https://www.zomato.com/bangalore/apsara-ice-creams-banaswadi-bangalore,13.007628,77.658663,19730167,"M 429,4DC-202,2nd Main Road,Kasturinagar,Mahadevpura,Banaswadi,Bangalore,India",
https://www.zomato.com/bangalore/orange-hotel-1-jalahalli-bangalore,20.17547821,78.30516536,19427754,"13,Prashanth Nagar,S Ramesh Road,T Dasarahalli,Jalahalli,Bangalore,560057,India",560057
https://www.zomato.com/bangalore/burger-hangout-btm-bangalore,12.920837,77.61366,19574684,"23,Maruthi Nagar,Near Masjid,Main Road,13th Cross,20th Main,BTM,Bangalore,560068,India",560068
https://www.zomato.com/bangalore/gokul-sugarcane-jp-nagar-bangalore,12.89142632,77.57594649,18689052,"5,Opposite Yadhav Farms,Easwar Layout,JP Nagar,Bangalore,India",
https://www.zomato.com/bangalore/nasi-and-mee-koramangala-4th-block,12.93495371,77.62904651,61480,"974,80 Feet Road,Koramangala 4th Block,Bangalore,India",
https://www.zomato.com/bangalore/the-chaap-factory-marathahalli-bangalore,12.97162913,77.69408874,19352416,"652,1st Floor,Pragathi Layout,Doddanekundi Main Road,Marathahalli,Bangalore,India",
https://www.zomato.com/bangalore/vidyashri-grand-kanakapura-road-bangalore,12.88066929,77.546007,18375550,"11,Opposite Siddaganga School,Raghavanahalli,Kanakapura Road,Bangalore,India",
https://www.zomato.com/bangalore/parathas-more-bommanahalli-bangalore,12.89551977,77.63442233,19433631,"76,6th Main,7th Cross,Total Gas Agency,Garvebhavi Palya,Near Amba Bajaj Godown,Bommanahalli,Bangalore,India",
https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore,12.95594247,77.59205416,60205,"88,K H Road,Opposite Shanti Nagar Bus Stop,Shanti Nagar,Bangalore,India",
https://www.zomato.com/bangalore/foodies-paradise-jp-nagar-bangalore,12.88449916,77.60376032,19585606,"30,2nd Main Road,Kothanur Jambu Savari Dinne,8th Phase,JP Nagar,Bangalore,560076,India",560076
